"term","estimate","std.error","statistic","p.value","conf.low","conf.high","gene"
"CCND1_cna",1.07454755520622,0.160899024720548,0.44686221207487,0.654974549250569,0.783913497537558,1.47293349588529,"CCND1_cna"
"CDKN2A_cna",0.950932813117365,0.265879195719383,-0.189228297699969,0.849913889943509,0.564719847777846,1.6012775513763,"CDKN2A_cna"
"EGFR_cna",0.819298636204217,0.188856230458084,-1.05533519301375,0.291272050948389,0.565832015985026,1.18630660040957,"EGFR_cna"
"PIK3CA_cna",0.730698885574076,0.239299948944455,-1.31113201953644,0.189813164606758,0.457136563463537,1.16796796417661,"PIK3CA_cna"
