"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"CCND1_cna",2.88881843159036,0.429368109739721,2.47071812568019,0.0134842056837791,1.24520669986364,6.70191698423246
"CCND1_cna:Treatment_GroupEGFR",0.335960082937203,0.533578879021023,-2.04423932382725,0.0409299101407541,0.11806047182994,0.956028512995902
"CCND1_cna:Treatment_GroupImmunotherapy",0.491098435689428,0.506035806214821,-1.40525765672789,0.15994467472938,0.182150384190635,1.3240580008011
"CCND1_cna:Treatment_GroupPI3K",NA,0,NA,NA,NA,NA
