"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"CDKN2A_cna",0.233814183334885,0.460651992419387,-3.1547211155205,0.00160651590538224,0.0947901401543741,0.576737962825308
"CDKN2A_cna:Treatment_GroupEGFR",NA,0,NA,NA,NA,NA
"CDKN2A_cna:Treatment_GroupImmunotherapy",6.27894986657832,0.593517682438909,3.09544736771829,0.00196516246507185,1.96193153698609,20.0951005087409
"CDKN2A_cna:Treatment_GroupPI3K",NA,0,NA,NA,NA,NA
